condition,run,epoch,episode,row_id,scan,occ
notepad,kym4znjc,4,18,canon-five_plus_four_mixed-4,27,0.6546
notepad,kym4znjc,4,18,canon-five_plus_four_mixed-4,28,0.6546
notepad,kym4znjc,4,18,canon-five_plus_four_mixed-4,29,0.7427
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,1,0.1834
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,2,0.2724
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,3,0.6288
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,4,0.6589
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,5,0.6928
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,6,0.6742
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,7,0.6590
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,8,0.6590
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,9,0.6581
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,10,0.6667
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,11,0.6581
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,12,0.7700
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,13,0.7134
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,14,0.7152
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,15,0.6581
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,16,0.6581
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,17,0.6581
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,18,0.7411
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,19,0.7290
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,20,0.6559
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,21,0.6581
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,22,0.7532
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,23,0.7129
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,24,0.6827
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,25,0.6721
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,26,0.6688
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,27,0.6877
notepad,kym4znjc,4,19,canon-five_plus_four_mixed-4,28,0.6538
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,1,0.1834
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,2,0.3720
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,3,0.5515
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,4,0.6217
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,5,0.5743
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,6,0.6623
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,7,0.6796
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,8,0.6559
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,9,0.6602
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,10,0.7029
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,11,0.1643
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,12,0.5288
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,13,0.5623
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,14,0.6900
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,15,0.7100
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,16,0.7792
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,17,0.7076
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,18,0.7100
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,19,0.7133
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,20,0.7129
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,21,0.2284
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,22,0.7492
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,23,0.7252
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,24,0.6933
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,25,0.6318
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,26,0.6318
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,27,0.6885
notepad,kym4znjc,4,20,canon-five_plus_four_mixed-4,28,0.6830
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,1,0.1834
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,2,0.4475
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,3,0.6288
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,4,0.6589
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,5,0.6928
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,6,0.6828
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,7,0.6678
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,8,0.6678
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,9,0.6209
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,10,0.6742
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,11,0.6699
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,12,0.7162
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,13,0.7299
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,14,0.7500
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,15,0.7273
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,16,0.7556
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,17,0.7305
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,18,0.7660
notepad,kym4znjc,4,21,canon-five_plus_four_mixed-4,19,0.7443
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,1,0.1834
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,2,0.4475
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,3,0.1966
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,4,0.6589
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,5,0.0625
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,6,0.2391
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,7,0.4400
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,8,0.5413
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,9,0.6677
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,10,0.6731
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,11,0.6699
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,12,0.3973
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,13,0.5306
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,14,0.6633
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,15,0.7037
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,16,0.7037
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,17,0.7252
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,18,0.7672
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,19,0.6321
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,20,0.6304
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,21,0.2284
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,22,0.2273
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,23,0.1724
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,24,0.4949
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,25,0.7129
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,26,0.6304
notepad,kym4znjc,4,22,canon-five_plus_four_mixed-4,27,0.4456
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,1,0.1834
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,2,0.4475
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,3,0.6288
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,4,0.6589
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,5,0.6928
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,6,0.6828
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,7,0.6678
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,8,0.2396
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,9,0.1966
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,10,0.3549
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,11,0.7047
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,12,0.7167
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,13,0.7862
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,14,0.7152
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,15,0.7434
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,16,0.6106
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,17,0.6931
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,18,0.6931
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,19,0.4764
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,20,0.5050
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,21,0.5344
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,22,0.6246
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,23,0.6200
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,24,0.6246
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,25,0.4639
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,26,0.6325
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,27,0.6279
notepad,kym4znjc,4,23,canon-five_plus_four_mixed-4,28,0.6316
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,1,0.1368
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,2,0.2727
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,3,0.5104
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,4,0.5119
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,5,0.6309
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,6,0.6436
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,7,0.6414
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,8,0.6459
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,9,0.6459
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,10,0.6459
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,11,0.6525
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,12,0.6438
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,13,0.7129
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,14,0.6459
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,15,0.6480
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,16,0.6459
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,17,0.6503
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,18,0.6312
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,19,0.7273
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,20,0.8091
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,21,0.8091
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,22,0.8091
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,23,0.6701
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,24,0.7342
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,25,0.0523
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,26,0.7299
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,27,0.7190
notepad,kym4znjc,4,24,canon-five_plus_four_mixed-1,28,0.7900
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,1,0.1368
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,2,0.2727
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,3,0.5104
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,4,0.6103
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,5,0.5705
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,6,0.6436
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,7,0.6405
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,8,0.6436
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,9,0.6480
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,10,0.7368
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,11,0.7050
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,12,0.7435
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,13,0.7435
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,14,0.7987
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,15,0.8382
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,16,0.8382
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,17,0.7655
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,18,0.7138
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,19,0.6971
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,20,0.8091
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,21,0.8360
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,22,0.8123
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,23,0.6981
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,24,0.8376
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,25,0.7885
notepad,kym4znjc,4,25,canon-five_plus_four_mixed-1,26,0.7885
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,1,0.1368
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,2,0.2727
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,3,0.5104
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,4,0.6103
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,5,0.6309
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,6,0.2414
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,7,0.6414
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,8,0.6459
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,9,0.6459
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,10,0.6459
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,11,0.7039
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,12,0.1224
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,13,0.7320
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,14,0.7418
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,15,0.7818
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,16,0.7799
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,17,0.6461
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,18,0.7810
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,19,0.8371
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,20,0.6787
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,21,0.7459
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,22,0.7760
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,23,0.7818
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,24,0.7594
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,25,0.7799
notepad,kym4znjc,4,26,canon-five_plus_four_mixed-1,26,0.7246
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,1,0.1368
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,2,0.2727
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,3,0.5104
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,4,0.6103
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,5,0.6309
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,6,0.6436
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,7,0.6321
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,8,0.1333
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,9,0.6367
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,10,0.2324
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,11,0.3618
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,12,0.4558
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,13,0.4815
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,14,0.6856
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,15,0.7649
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,16,0.8467
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,17,0.8467
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,18,0.8492
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,19,0.8779
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,20,0.8208
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,21,0.8492
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,22,0.8492
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,23,0.6842
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,24,0.8487
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,25,0.8140
notepad,kym4znjc,4,27,canon-five_plus_four_mixed-1,26,0.8191
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,1,0.1368
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,2,0.1434
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,3,0.2421
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,4,0.4828
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,5,0.5839
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,6,0.5839
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,7,0.6120
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,8,0.6120
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,9,0.6367
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,10,0.7267
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,11,0.7818
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,12,0.6635
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,13,0.7233
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,14,0.6400
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,15,0.6515
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,16,0.6361
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,17,0.6516
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,18,0.6104
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,19,0.7063
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,20,0.7119
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,21,0.7833
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,22,0.7351
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,23,0.7138
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,24,0.7138
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,25,0.7599
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,26,0.6020
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,27,0.7138
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,28,0.7199
notepad,kym4znjc,4,28,canon-five_plus_four_mixed-1,29,0.7450
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,1,0.1368
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,2,0.2727
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,3,0.5104
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,4,0.5168
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,5,0.5338
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,6,0.2414
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,7,0.6118
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,8,0.6164
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,9,0.6118
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,10,0.6964
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,11,0.8084
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,12,0.8084
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,13,0.8084
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,14,0.6688
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,15,0.8247
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,16,0.8084
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,17,0.1754
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,18,0.7878
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,19,0.8194
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,20,0.8409
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,21,0.6144
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,22,0.8442
notepad,kym4znjc,4,29,canon-five_plus_four_mixed-1,23,0.8377
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,1,0.1368
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,2,0.2727
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,3,0.5104
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,4,0.6103
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,5,0.6309
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,6,0.6436
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,7,0.6414
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,8,0.1333
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,9,0.6480
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,10,0.6480
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,11,0.7435
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,12,0.7220
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,13,0.6961
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,14,0.7226
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,15,0.6961
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,16,0.6961
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,17,0.6961
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,18,0.7051
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,19,0.6267
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,20,0.7410
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,21,0.8208
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,22,0.7410
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,23,0.7410
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,24,0.6732
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,25,0.7418
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,26,0.7410
notepad,kym4znjc,4,30,canon-five_plus_four_mixed-1,27,0.7484
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,1,0.1368
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,2,0.2727
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,3,0.5104
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,4,0.6103
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,5,0.6309
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,6,0.6436
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,7,0.6405
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,8,0.6436
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,9,0.6436
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,10,0.7190
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,11,0.7087
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,12,0.6895
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,13,0.3531
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,14,0.7484
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,15,0.8217
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,16,0.6364
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,17,0.6623
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,18,0.6601
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,19,0.6623
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,20,0.7409
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,21,0.8274
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,22,0.6230
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,23,0.7434
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,24,0.7384
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,25,0.7426
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,26,0.7483
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,27,0.7217
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,28,0.7976
notepad,kym4znjc,4,31,canon-five_plus_four_mixed-1,29,0.7687
notepad,kym4znjc,4,32,canon-full_grid_active-14,1,0.2300
notepad,kym4znjc,4,32,canon-full_grid_active-14,2,0.3746
notepad,kym4znjc,4,32,canon-full_grid_active-14,3,0.6054
notepad,kym4znjc,4,32,canon-full_grid_active-14,4,0.7282
notepad,kym4znjc,4,32,canon-full_grid_active-14,5,0.7674
notepad,kym4znjc,4,32,canon-full_grid_active-14,6,0.6066
notepad,kym4znjc,4,32,canon-full_grid_active-14,7,0.7282
notepad,kym4znjc,4,32,canon-full_grid_active-14,8,0.8451
notepad,kym4znjc,4,32,canon-full_grid_active-14,9,0.8451
notepad,kym4znjc,4,32,canon-full_grid_active-14,10,0.8771
notepad,kym4znjc,4,32,canon-full_grid_active-14,11,0.8642
notepad,kym4znjc,4,32,canon-full_grid_active-14,12,0.8771
notepad,kym4znjc,4,32,canon-full_grid_active-14,13,0.2552
notepad,kym4znjc,4,32,canon-full_grid_active-14,14,0.4394
notepad,kym4znjc,4,32,canon-full_grid_active-14,15,0.5476
notepad,kym4znjc,4,32,canon-full_grid_active-14,16,0.5476
notepad,kym4znjc,4,32,canon-full_grid_active-14,17,0.1777
notepad,kym4znjc,4,32,canon-full_grid_active-14,18,0.7657
notepad,kym4znjc,4,32,canon-full_grid_active-14,19,0.6763
notepad,kym4znjc,4,32,canon-full_grid_active-14,20,0.7855
notepad,kym4znjc,4,32,canon-full_grid_active-14,21,0.7855
notepad,kym4znjc,4,32,canon-full_grid_active-14,22,0.8399
notepad,kym4znjc,4,32,canon-full_grid_active-14,23,0.7745
